video_base,t_start_sec_x,t_end_sec_x,trimmed_name,start_frame12,window_activity,lat,long,timestamp,id,id_person,camera
columpios_cam4-2024-12-15_21-02-00.mp4,10.0,14.0,trimmed_columpios_cam4-2024-12-15_21-02-00_00-00-10_to_00-00-14_45.mp4,120.0,7.713624249770756,25.653057098388672,-100.28583526611328,2024-12-16 03:02:00.041734+00:00,columpios_cam4-2024-12-15_21-02-00.mp4:e213e24a-af82-4fc0-911e-b2a67890abc2:0,e213e24a-af82-4fc0-911e-b2a67890abc2,columpios_cam4
columpioscam3-2024-10-03 11:58:47.mp4,10.0,14.0,trimmed_columpioscam3-2024-10-03_11_58_47_00-00-10_to_00-00-14_46.mp4,120.0,7.713624249770756,25.653048,-100.286064,2024-10-03 17:58:47.041400+00:00,columpioscam3-2024-10-03_115847.mp4:a65c1407-dead-4b89-b432-cd320734c23f:0,a65c1407-dead-4b89-b432-cd320734c23f,columpioscam3
columpioscam3-2024-10-03 11:58:47.mp4,10.0,14.0,trimmed_columpioscam3-2024-10-03_11_58_47_00-00-10_to_00-00-14_46.mp4,69.0,2.734570694343043,25.653048,-100.286064,2024-10-03 17:58:47.041400+00:00,columpioscam3-2024-10-03_115847.mp4:a65c1407-dead-4b89-b432-cd320734c23f:0,a65c1407-dead-4b89-b432-cd320734c23f,columpioscam3
columpios_cam4-2024-12-12 17:59:00.mp4,11.916666666666666,15.916666666666666,trimmed_columpios_cam4-2024-12-12_17_59_00_00-00-12_to_00-00-16_47.mp4,143.0,7.713624249770756,25.65305519104,-100.285926818847,2024-12-12 23:59:00.045231+00:00,columpios_cam4-2024-12-12_175900.mp4:b84fc65c-8816-475b-9372-60a11f930978:0,b84fc65c-8816-475b-9372-60a11f930978,columpios_cam4
columpioscam2-2024-12-09_19-34-00.mp4,6.833333333333333,10.833333333333332,trimmed_columpioscam2-2024-12-09_19-34-00_00-00-07_to_00-00-11_48.mp4,82.0,7.713624249770756,25.653104782104492,-100.28580474853516,2024-12-10 01:34:00.049917+00:00,columpioscam2-2024-12-09_19-34-00.mp4:2f16687b-b402-4ebb-aab3-90b16662f99d:0,2f16687b-b402-4ebb-aab3-90b16662f99d,columpioscam2
columpios_cam4-2024-12-17_08-32-00.mp4,10.0,14.0,trimmed_columpios_cam4-2024-12-17_08-32-00_00-00-10_to_00-00-14_49.mp4,120.0,7.713624249770756,25.653030395507812,-100.28590393066406,2024-12-17 14:32:00.042536+00:00,columpios_cam4-2024-12-17_08-32-00.mp4:eeacea37-5d43-4876-9921-8913a9f5aab9:0,eeacea37-5d43-4876-9921-8913a9f5aab9,columpios_cam4
columpioscam2-2024-10-24 11:53:59.mp4,13.916666666666666,17.916666666666664,trimmed_columpioscam2-2024-10-24_11_53_59_00-00-14_to_00-00-18_50.mp4,167.0,7.713624249770756,25.653131484985,-100.285949707031,2024-10-24 17:53:59.183300+00:00,columpioscam2-2024-10-24_115359.mp4:91218250-2214-4bee-b1b4-6bac1a55e0eb:0,91218250-2214-4bee-b1b4-6bac1a55e0eb,columpioscam2
columpioscam2-2024-10-24 11:53:59.mp4,13.916666666666666,17.916666666666664,trimmed_columpioscam2-2024-10-24_11_53_59_00-00-14_to_00-00-18_50.mp4,214.0,0.9031088479183864,25.653131484985,-100.285949707031,2024-10-24 17:53:59.183300+00:00,columpioscam2-2024-10-24_115359.mp4:91218250-2214-4bee-b1b4-6bac1a55e0eb:0,91218250-2214-4bee-b1b4-6bac1a55e0eb,columpioscam2
columpioscam1-2024-11-14 13:09:49.mp4,9.833333333333334,13.833333333333334,trimmed_columpioscam1-2024-11-14_13_09_49_00-00-10_to_00-00-14_51.mp4,118.0,7.681087426040969,25.653144836425,-100.28564453125,2024-11-14 19:09:49.042898+00:00,columpioscam1-2024-11-14_130949.mp4:377bc913-ce71-43a3-8e94-bdfc705161ff:0,377bc913-ce71-43a3-8e94-bdfc705161ff,columpioscam1
columpioscam1-2024-11-11 14:02:52.mp4,10.0,14.0,trimmed_columpioscam1-2024-11-11_14_02_52_00-00-10_to_00-00-14_52.mp4,120.0,7.64852921088919,25.653141021728,-100.28564453125,2024-11-11 20:02:52.041494+00:00,columpioscam1-2024-11-11_140252.mp4:127b681b-891d-4f4e-8b3a-bafcd4482837:0,127b681b-891d-4f4e-8b3a-bafcd4482837,columpioscam1
columpioscam2-2024-12-13_12-34-00.mp4,14.75,18.75,trimmed_columpioscam2-2024-12-13_12-34-00_00-00-15_to_00-00-19_53.mp4,177.0,7.644997676245621,25.653139114379883,-100.28580474853516,2024-12-13 18:34:00.049084+00:00,columpioscam2-2024-12-13_12-34-00.mp4:c3d6c734-47d3-4f00-997b-0f28c1aa377b:0,c3d6c734-47d3-4f00-997b-0f28c1aa377b,columpioscam2
columpioscam1-2024-11-11 18:39:26.mp4,5.166666666666667,9.166666666666668,trimmed_columpioscam1-2024-11-11_18_39_26_00-00-05_to_00-00-09_54.mp4,62.0,7.616365217965937,25.653202056884,-100.285446166992,2024-11-12 00:39:26.249379+00:00,columpioscam1-2024-11-11_183926.mp4:e7f9f09b-4ab0-4d78-a651-3530f19cc700:0,e7f9f09b-4ab0-4d78-a651-3530f19cc700,columpioscam1
columpios_tierra-2024-09-26 12:21:18.mp4,11.916666666666666,15.916666666666666,trimmed_columpios_tierra-2024-09-26_12_21_18_00-00-12_to_00-00-16_55.mp4,143.0,7.595685822216271,25.652994155883,-100.285728454589,2024-09-26 18:21:18.051056+00:00,columpios_tierra-2024-09-26_122118.mp4:712eacb7-e6f4-4ee8-8bc7-e9d3e7c81e23:0,712eacb7-e6f4-4ee8-8bc7-e9d3e7c81e23,
columpios_cam4-2025-01-06_14-46-35.mp4,9.583333333333334,13.583333333333334,trimmed_columpios_cam4-2025-01-06_14-46-35_00-00-10_to_00-00-14_56.mp4,115.0,7.584504406224247,25.653011322021484,-100.28589630126952,2025-01-06 20:46:35.149184+00:00,columpios_cam4-2025-01-06_14-46-35.mp4:e8d301c4-ecbe-498a-9f2b-4a821b18cf39:0,e8d301c4-ecbe-498a-9f2b-4a821b18cf39,columpios_cam4
columpioscam2-2024-12-14_09-28-00.mp4,6.333333333333333,10.333333333333332,trimmed_columpioscam2-2024-12-14_09-28-00_00-00-06_to_00-00-10_57.mp4,76.0,7.412836925004049,25.653135299682617,-100.28585815429688,2024-12-14 15:28:00.042898+00:00,columpioscam2-2024-12-14_09-28-00.mp4:8d575631-8d69-4c6a-987a-2a2b80fef97a:0,8d575631-8d69-4c6a-987a-2a2b80fef97a,columpioscam2
columpioscam3-2025-01-06_12-07-46.mp4,8.333333333333334,12.333333333333334,trimmed_columpioscam3-2025-01-06_12-07-46_00-00-08_to_00-00-12_58.mp4,100.0,7.278824806318072,25.653053283691406,-100.28604888916016,2025-01-06 18:07:46.128684+00:00,columpioscam3-2025-01-06_12-07-46.mp4:4d1414a5-b458-4f63-9551-20bc942ba8d7:0,4d1414a5-b458-4f63-9551-20bc942ba8d7,columpioscam3
columpioscam3-2025-01-06_12-07-46.mp4,8.333333333333334,12.333333333333334,trimmed_columpioscam3-2025-01-06_12-07-46_00-00-08_to_00-00-12_58.mp4,53.0,5.220539077506293,25.653053283691406,-100.28604888916016,2025-01-06 18:07:46.128684+00:00,columpioscam3-2025-01-06_12-07-46.mp4:4d1414a5-b458-4f63-9551-20bc942ba8d7:0,4d1414a5-b458-4f63-9551-20bc942ba8d7,columpioscam3
columpioscam3-2024-11-14 09:21:28.mp4,9.583333333333334,13.583333333333334,trimmed_columpioscam3-2024-11-14_09_21_28_00-00-10_to_00-00-14_59.mp4,115.0,7.229600336108456,25.653102874755,-100.286094665527,2024-11-14 15:21:28.042719+00:00,columpioscam3-2024-11-14_092128.mp4:cc4d75fb-6ab4-4b7d-9c3e-0b7510a055c4:0,cc4d75fb-6ab4-4b7d-9c3e-0b7510a055c4,columpioscam3
